Name,Type,Minimum,Maximum,Length,Direction
gene=yqgB,gene=yqgB,3085920,3086051,132,reverse
gene=speA,gene=speA,3083935,3085911,1977,reverse
gene=speB,gene=speB,3082877,3083797,921,reverse
gene=loiP,gene=loiP,3081913,3082671,759,forward
gene=tktA,gene=tktA,3079644,3081635,1992,reverse
gene=cmtB,gene=cmtB,3078887,3079330,444,reverse
gene=cmtA,gene=cmtA,3077471,3078859,1389,reverse
gene=yggP,gene=yggP,3076179,3077456,1278,reverse
gene=yggF,gene=yggF,3075217,3076182,966,reverse
gene=yggD,gene=yggD,3074686,3075195,510,reverse
gene=yggC,gene=yggC,3073976,3074689,714,reverse
gene=epd,gene=epd,3072672,3073691,1020,reverse
gene=pgk,gene=pgk,3071459,3072622,1164,reverse
gene=fbaA,gene=fbaA,3070165,3071244,1080,reverse
gene=mscS,gene=mscS,3068947,3069807,861,reverse
gene=argO,gene=argO,3068173,3068808,636,reverse
gene=yggE,gene=yggE,3067340,3068080,741,reverse
gene=ygfI,gene=ygfI,3066277,3067173,897,reverse
gene=scpC,gene=scpC,3064802,3066280,1479,forward
gene=scpB,gene=scpB,3063993,3064778,786,forward
gene=argK,gene=argK,3062987,3063982,996,forward
gene=scpA,gene=scpA,3060850,3062994,2145,forward
gene=argP,gene=argP,3059753,3060646,894,forward
gene=rpiA,gene=rpiA,3058666,3059325,660,reverse
gene=serA,gene=serA,3057178,3058410,1233,reverse
gene=ibsC,gene=ibsC,3056890,3056949,60,reverse
gene=fau,gene=fau,3056241,3056789,549,forward
gene=zapA,gene=zapA,3055612,3055941,330,forward
gene=ygfB,gene=ygfB,3054866,3055444,579,reverse
gene=pepP,gene=pepP,3053515,3054840,1326,reverse
gene=ubiH,gene=ubiH,3052340,3053518,1179,reverse
gene=ubiI,gene=ubiI,3051115,3052317,1203,reverse
gene=gcvT,gene=gcvT,3049573,3050667,1095,reverse
gene=gcvH,gene=gcvH,3049160,3049549,390,reverse
gene=gcvP,gene=gcvP,3046168,3049041,2874,reverse
gene=ygfF,gene=ygfF,3045158,3045901,744,reverse
gene=bglA,gene=bglA,3043662,3045101,1440,forward
gene=yqfB,gene=yqfB,3043312,3043623,312,reverse
gene=yqfA,gene=yqfA,3042489,3043148,660,reverse
gene=ygfZ,gene=ygfZ,3041313,3042293,981,forward
gene=sdhE,gene=sdhE,3040804,3041070,267,reverse
gene=cptA,gene=cptA,3040416,3040823,408,reverse
gene=fldB,gene=fldB,3039855,3040376,522,forward
gene=xerD,gene=xerD,3038847,3039743,897,reverse
gene=dsbC,gene=dsbC,3038112,3038822,711,reverse
gene=recJ,gene=recJ,3036373,3038106,1734,reverse
gene=prfB,gene=prfB,3036208,3036282,75,reverse
gene=lysS,gene=lysS,3033657,3035174,1518,reverse
gene=idi,gene=idi,3033065,3033613,549,forward
gene=yqfG,gene=yqfG,3032817,3032942,126,forward
gene=uacT,gene=uacT,3031367,3032815,1449,forward
gene=ygfT,gene=ygfT,3029012,3030931,1920,reverse
gene=ygfS,gene=ygfS,3028524,3029012,489,reverse
gene=ghxQ,gene=ghxQ,3027121,3028488,1368,forward
gene=guaD,gene=guaD,3025766,3027085,1320,forward
gene=xanQ,gene=xanQ,3024351,3025751,1401,forward
gene=xdhD,gene=xdhD,3021316,3024186,2871,forward
gene=ygfM,gene=ygfM,3020540,3021319,780,forward
gene=ssnA,gene=ssnA,3019161,3020489,1329,forward
gene=ygfK,gene=ygfK,3016060,3019158,3099,forward
gene=mocA,gene=mocA,3015160,3015738,579,forward
gene=yqeC,gene=yqeC,3014287,3015057,771,reverse
gene=yqeB,gene=yqeB,3012614,3014239,1626,reverse
gene=yqeA,gene=yqeA,3011461,3012393,933,forward
gene=hyuA,gene=hyuA,3010028,3011413,1386,forward
gene=ygeY,gene=ygeY,3008764,3009975,1212,forward
gene=ygeX,gene=ygeX,3007510,3008706,1197,forward
gene=ygeW,gene=ygeW,3006262,3007452,1191,forward
gene=ygeV,gene=ygeV,3004008,3005786,1779,reverse
gene=xdhC,gene=xdhC,3003489,3003968,480,forward
gene=xdhB,gene=xdhB,3002614,3003492,879,forward
gene=xdhA,gene=xdhA,3000345,3002603,2259,forward
gene=ygeR,gene=ygeR,2999136,2999891,756,reverse
gene=insC1,gene=insC1,2997235,2997600,366,reverse
gene=insD1,gene=insD1,2996372,2997277,906,reverse
gene=ygeI,gene=ygeI,2993638,2993856,219,forward
gene=ygeH,gene=ygeH,2992094,2993470,1377,forward
gene=ygeG,gene=ygeG,2991268,2991759,492,forward
gene=yqeK,gene=yqeK,2989935,2990360,426,reverse
gene=yqeL,gene=yqeL,2989819,2989899,81,reverse
gene=yqeJ,gene=yqeJ,2989304,2989786,483,forward
gene=yqeI,gene=yqeI,2988502,2989311,810,forward
gene=yqeH,gene=yqeH,2987536,2988168,633,forward
gene=yqeG,gene=yqeG,2985847,2987076,1230,forward
gene=yqeF,gene=yqeF,2984411,2985592,1182,reverse
gene=kduI,gene=kduI,2983288,2984124,837,reverse
gene=kduD,gene=kduD,2982497,2983258,762,reverse
gene=araE,gene=araE,2980764,2982182,1419,reverse
gene=ygeA,gene=ygeA,2979943,2980635,693,reverse
gene=lysR,gene=lysR,2979021,2979956,936,forward
gene=lysA,gene=lysA,2977637,2978899,1263,reverse
gene=galR,gene=galR,2976599,2977630,1032,forward
gene=aas,gene=aas,2973855,2976014,2160,reverse
gene=lplT,gene=lplT,2972669,2973862,1194,reverse
gene=tas,gene=tas,2971597,2972637,1041,forward
gene=ygdR,gene=ygdR,2971271,2971489,219,forward
gene=ygdQ,gene=ygdQ,2970420,2971133,714,forward
gene=mutH,gene=mutH,2969662,2970351,690,forward
gene=rppH,gene=rppH,2968447,2968977,531,reverse
gene=ptsP,gene=ptsP,2966188,2968434,2247,reverse
gene=lgt,gene=lgt,2965162,2966037,876,reverse
gene=thyA,gene=thyA,2964361,2965155,795,reverse
gene=ppdA,gene=ppdA,2963707,2964177,471,reverse
gene=ppdB,gene=ppdB,2963153,2963716,564,reverse
gene=ygdB,gene=ygdB,2962749,2963156,408,reverse
gene=ppdC,gene=ppdC,2962441,2962764,324,reverse
gene=recC,gene=recC,2959060,2962428,3369,reverse
gene=ptrA,gene=ptrA,2955996,2958884,2889,reverse
gene=recB,gene=recB,2952461,2956003,3543,reverse
gene=recD,gene=recD,2950635,2952461,1827,reverse
gene=argA,gene=argA,2949242,2950573,1332,forward
gene=amiC,gene=amiC,2947757,2949010,1254,reverse
gene=mltA,gene=mltA,2946081,2947178,1098,reverse
gene=tcdA,gene=tcdA,2945036,2945842,807,reverse
gene=csdE,gene=csdE,2944542,2944985,444,forward
gene=csdA,gene=csdA,2943337,2944542,1206,forward
gene=ygdI,gene=ygdI,2942918,2943145,228,reverse
gene=gcvA,gene=gcvA,2941650,2942567,918,reverse
gene=ygdD,gene=ygdD,2941236,2941631,396,reverse
gene=rlmM,gene=rlmM,2940143,2941243,1101,reverse
gene=fucR,gene=fucR,2939368,2940099,732,forward
gene=fucU,gene=fucU,2938888,2939310,423,forward
gene=fucK,gene=fucK,2937468,2938886,1419,forward
gene=fucI,gene=fucI,2935584,2937359,1776,forward
gene=fucP,gene=fucP,2934235,2935551,1317,forward
gene=fucA,gene=fucA,2933041,2933688,648,reverse
gene=fucO,gene=fucO,2931865,2933013,1149,reverse
gene=ygdG,gene=ygdG,2931055,2931810,756,forward
gene=sdaB,gene=sdaB,2929576,2930943,1368,forward
gene=sdaC,gene=sdaC,2928229,2929518,1290,forward
gene=ygdH,gene=ygdH,2926308,2927672,1365,forward
gene=queF,gene=queF,2925348,2926196,849,forward
gene=syd,gene=syd,2924735,2925280,546,reverse
gene=yqcC,gene=yqcC,2923784,2924113,330,reverse
gene=truC,gene=truC,2923002,2923784,783,reverse
gene=yqcA,gene=yqcA,2922535,2922984,450,reverse
gene=gudP,gene=gudP,2920748,2922100,1353,reverse
gene=gudX,gene=gudX,2919406,2920746,1341,reverse
gene=gudD,gene=gudD,2918045,2919385,1341,reverse
gene=barA,gene=barA,2915057,2917813,2757,forward
gene=rlmD,gene=rlmD,2913699,2915000,1302,reverse
gene=relA,gene=relA,2911417,2913651,2235,reverse
gene=mazE,gene=mazE,2911091,2911339,249,reverse
gene=mazF,gene=mazF,2910756,2911091,336,reverse
gene=mazG,gene=mazG,2909894,2910685,792,reverse
gene=pyrG,gene=pyrG,2908029,2909666,1638,reverse
gene=eno,gene=eno,2906643,2907941,1299,reverse
gene=ygcG,gene=ygcG,2905711,2906583,873,forward
gene=yqcG,gene=yqcG,2905557,2905697,141,forward
gene=queE,gene=queE,2904747,2905418,672,reverse
gene=ygcE,gene=ygcE,2901896,2903374,1479,forward
gene=yqcE,gene=yqcE,2900592,2901869,1278,forward
gene=ygcW,gene=ygcW,2899488,2900273,786,reverse
gene=ygcU,gene=ygcU,2897964,2899418,1455,reverse
gene=ygcS,gene=ygcS,2896533,2897870,1338,reverse
gene=ygcR,gene=ygcR,2895776,2896555,780,reverse
gene=ygcQ,gene=ygcQ,2894919,2895779,861,reverse
gene=ygcP,gene=ygcP,2894196,2894771,576,forward
gene=ygcO,gene=ygcO,2893919,2894179,261,forward
gene=ygcN,gene=ygcN,2892657,2893928,1272,forward
gene=queD,gene=queD,2892214,2892579,366,forward
gene=cysJ,gene=cysJ,2890099,2891898,1800,reverse
gene=cysI,gene=cysI,2888387,2890099,1713,reverse
gene=cysH,gene=cysH,2887578,2888312,735,reverse
gene=ygcB,gene=ygcB,2884553,2887219,2667,reverse
gene=casA,gene=casA,2882630,2884138,1509,reverse
gene=casB,gene=casB,2882155,2882637,483,reverse
gene=casC,gene=casC,2881051,2882142,1092,reverse
gene=casD,gene=casD,2880374,2881048,675,reverse
gene=casE,gene=casE,2879788,2880387,600,reverse
gene=ygbT,gene=ygbT,2878855,2879772,918,reverse
gene=ygbF,gene=ygbF,2878569,2878853,285,reverse
gene=iap,gene=iap,2876581,2877618,1038,forward
gene=cysD,gene=cysD,2875421,2876329,909,reverse
gene=cysN,gene=cysN,2873992,2875419,1428,reverse
gene=cysC,gene=cysC,2873387,2873992,606,reverse
gene=ygbE,gene=ygbE,2873014,2873337,324,reverse
gene=ftsB,gene=ftsB,2872509,2872820,312,reverse
gene=ispD,gene=ispD,2871780,2872490,711,reverse
gene=ispF,gene=ispF,2871301,2871780,480,reverse
gene=truD,gene=truD,2870255,2871304,1050,reverse
gene=umpG,gene=umpG,2869513,2870274,762,reverse
gene=pcm,gene=pcm,2868893,2869519,627,reverse
gene=nlpD,gene=nlpD,2867614,2868753,1140,reverse
gene=rpoS,gene=rpoS,2866559,2867551,993,reverse
gene=ygbN,gene=ygbN,2865101,2866465,1365,forward
gene=ygbM,gene=ygbM,2864236,2865012,777,forward
gene=ygbL,gene=ygbL,2863593,2864231,639,forward
gene=ygbK,gene=ygbK,2862335,2863501,1167,forward
gene=ygbJ,gene=ygbJ,2861430,2862338,909,forward
gene=ygbI,gene=ygbI,2860467,2861234,768,reverse
gene=pphB,gene=pphB,2859760,2860416,657,forward
gene=mutS,gene=mutS,2857093,2859654,2562,forward
gene=ygbA,gene=ygbA,2856453,2856806,354,reverse
gene=fhlA,gene=fhlA,2854338,2856416,2079,forward
gene=hypE,gene=hypE,2853254,2854264,1011,forward
gene=hypD,gene=hypD,2852136,2853257,1122,forward
gene=hypC,gene=hypC,2851864,2852136,273,forward
gene=hypB,gene=hypB,2851001,2851873,873,forward
gene=hypA,gene=hypA,2850647,2850997,351,forward
gene=hycA,gene=hycA,2849974,2850435,462,reverse
gene=hycB,gene=hycB,2849238,2849849,612,reverse
gene=hycC,gene=hycC,2847415,2849241,1827,reverse
gene=hycD,gene=hycD,2846489,2847412,924,reverse
gene=hycE,gene=hycE,2844762,2846471,1710,reverse
gene=hycF,gene=hycF,2844210,2844752,543,reverse
gene=hycG,gene=hycG,2843443,2844210,768,reverse
gene=hycH,gene=hycH,2843036,2843446,411,reverse
gene=hycI,gene=hycI,2842573,2843043,471,reverse
gene=ascB,gene=ascB,2840990,2842414,1425,forward
gene=ascF,gene=ascF,2839524,2840981,1458,forward
gene=ascG,gene=ascG,2838254,2839264,1011,reverse
gene=hydN,gene=hydN,2837578,2838105,528,reverse
gene=hypF,gene=hypF,2835173,2837425,2253,reverse
gene=norW,gene=norW,2833912,2835045,1134,forward
gene=norV,gene=norV,2832476,2833915,1440,forward
gene=norR,gene=norR,2830775,2832289,1515,reverse
gene=srlQ,gene=srlQ,2829813,2830778,966,forward
gene=srlR,gene=srlR,2829047,2829820,774,forward
gene=srlM,gene=srlM,2828621,2828980,360,forward
gene=srlD,gene=srlD,2827737,2828516,780,forward
gene=srlB,gene=srlB,2827362,2827733,372,forward
gene=srlE,gene=srlE,2826392,2827351,960,forward
gene=srlA,gene=srlA,2825832,2826395,564,forward
gene=mltB,gene=mltB,2824491,2825576,1086,reverse
gene=pncC,gene=pncC,2823849,2824346,498,reverse
gene=recA,gene=recA,2822708,2823769,1062,reverse
gene=recX,gene=recX,2822139,2822639,501,reverse
gene=alaS,gene=alaS,2819381,2822011,2631,reverse
gene=csrA,gene=csrA,2818961,2819146,186,reverse
gene=yqaB,gene=yqaB,2816937,2817503,567,reverse
gene=yqaA,gene=yqaA,2816512,2816940,429,reverse
gene=gshA,gene=gshA,2814883,2816439,1557,reverse
gene=luxS,gene=luxS,2814218,2814733,516,reverse
gene=emrB,gene=emrB,2812616,2814154,1539,forward
gene=emrA,gene=emrA,2811427,2812599,1173,forward
gene=mprA,gene=mprA,2810770,2811300,531,forward
gene=ygaH,gene=ygaH,2810344,2810679,336,forward
gene=ygaZ,gene=ygaZ,2809617,2810354,738,forward
gene=proX,gene=proX,2807132,2808124,993,forward
gene=proW,gene=proW,2806010,2807074,1065,forward
gene=proV,gene=proV,2804815,2806017,1203,forward
gene=nrdF,gene=nrdF,2803502,2804461,960,forward
gene=nrdE,gene=nrdE,2801348,2803492,2145,forward
gene=nrdI,gene=nrdI,2800965,2801375,411,forward
gene=nrdH,gene=nrdH,2800723,2800968,246,forward
gene=ygaM,gene=ygaM,2800146,2800475,330,forward
gene=ygaC,gene=ygaC,2799650,2799994,345,reverse
gene=alaE,gene=alaE,2799164,2799613,450,forward
gene=stpA,gene=stpA,2798091,2798495,405,reverse
gene=ygaP,gene=ygaP,2797520,2798044,525,forward
gene=ygaV,gene=ygaV,2797211,2797510,300,forward
gene=yqaE,gene=yqaE,2796870,2797028,159,reverse
gene=ygaU,gene=ygaU,2796337,2796786,450,reverse
gene=csiR,gene=csiR,2795674,2796336,663,forward
gene=gabP,gene=gabP,2794253,2795653,1401,forward
gene=gabT,gene=gabT,2792735,2794015,1281,forward
gene=gabD,gene=gabD,2791273,2792721,1449,forward
gene=lhgO,gene=lhgO,2789982,2791250,1269,forward
gene=csiD,gene=csiD,2788985,2789962,978,forward
gene=ypjA,gene=ypjA,2778146,2782726,4581,reverse
gene=ypjF,gene=ypjF,2777453,2777782,330,forward
gene=yfjZ,gene=yfjZ,2777115,2777432,318,forward
gene=ypjJ,gene=ypjJ,2776877,2777077,201,forward
gene=yfjY,gene=yfjY,2776386,2776868,483,forward
gene=yfjX,gene=yfjX,2775919,2776377,459,forward
gene=yfjW,gene=yfjW,2773318,2775021,1704,forward
gene=yfjT,gene=yfjT,2771148,2771615,468,forward
gene=yfjS,gene=yfjS,2770681,2771124,444,forward
gene=ypjK,gene=ypjK,2770445,2770681,237,forward
gene=yfjR,gene=yfjR,2769703,2770404,702,forward
gene=yfjQ,gene=yfjQ,2768665,2769486,822,forward
gene=yfjP,gene=yfjP,2767710,2768573,864,forward
gene=rnlB,gene=rnlB,2766984,2767355,372,forward
gene=rnlA,gene=rnlA,2765918,2766991,1074,forward
gene=yfjM,gene=yfjM,2765513,2765776,264,reverse
gene=yfjL,gene=yfjL,2763537,2765153,1617,reverse
gene=yfjK,gene=yfjK,2761351,2763540,2190,reverse
gene=yfjJ,gene=yfjJ,2760547,2761173,627,forward
gene=yfjI,gene=yfjI,2758985,2760394,1410,forward
gene=alpA,gene=alpA,2758644,2758856,213,forward
gene=yfjH,gene=yfjH,2757644,2758600,957,reverse
gene=intA,gene=intA,2756159,2757400,1242,forward
gene=smpB,gene=smpB,2754896,2755378,483,forward
gene=ratA,gene=ratA,2754288,2754764,477,reverse
gene=ratB,gene=ratB,2754008,2754298,291,reverse
gene=bamE,gene=bamE,2753605,2753946,342,forward
gene=recN,gene=recN,2751795,2753456,1662,forward
gene=nadK,gene=nadK,2750831,2751709,879,forward
gene=grpE,gene=grpE,2750115,2750708,594,reverse
gene=yfjD,gene=yfjD,2748774,2750060,1287,forward
gene=ypjD,gene=ypjD,2747962,2748753,792,forward
gene=ffh,gene=ffh,2746434,2747795,1362,reverse
gene=rpsP,gene=rpsP,2745937,2746185,249,reverse
gene=rimM,gene=rimM,2745370,2745918,549,reverse
gene=trmD,gene=trmD,2744572,2745339,768,reverse
gene=rplS,gene=rplS,2744183,2744530,348,reverse
gene=yfiB,gene=yfiB,2743625,2744107,483,forward
gene=yfiN,gene=yfiN,2742383,2743609,1227,forward
gene=yfiR,gene=yfiR,2741875,2742393,519,forward
gene=yfiL,gene=yfiL,2741360,2741725,366,forward
gene=aroF,gene=aroF,2740080,2741150,1071,reverse
gene=tyrA,gene=tyrA,2738948,2740069,1122,reverse
gene=pheA,gene=pheA,2737745,2738905,1161,forward
gene=pheL,gene=pheL,2737599,2737646,48,forward
gene=raiA,gene=raiA,2737154,2737495,342,forward
gene=bamD,gene=bamD,2736146,2736883,738,forward
gene=rluD,gene=rluD,2735031,2736011,981,reverse
gene=yfiH,gene=yfiH,2734303,2735034,732,reverse
gene=clpB,gene=clpB,2731600,2734173,2574,reverse
gene=kgtP,gene=kgtP,2724448,2725746,1299,reverse
gene=yfiM,gene=yfiM,2724128,2724451,324,forward
gene=pssA,gene=pssA,2722727,2724082,1356,forward
gene=pka,gene=pka,2719953,2722613,2661,forward
gene=yfiP,gene=yfiP,2719223,2719921,699,forward
gene=trxC,gene=trxC,2718735,2719154,420,forward
gene=yfiF,gene=yfiF,2717491,2718528,1038,reverse
gene=ung,gene=ung,2716754,2717443,690,forward
gene=grcA,gene=grcA,2716066,2716449,384,reverse
gene=eamB,gene=eamB,2715423,2716010,588,forward
gene=yfiE,gene=yfiE,2714439,2715320,882,reverse
gene=srmB,gene=srmB,2712896,2714230,1335,forward
gene=trmN,gene=trmN,2712027,2712764,738,reverse
gene=nadB,gene=nadB,2710420,2712042,1623,forward
gene=rpoE,gene=rpoE,2709437,2710012,576,reverse
gene=rseA,gene=rseA,2708754,2709404,651,reverse
gene=rseB,gene=rseB,2707798,2708754,957,reverse
gene=rseC,gene=rseC,2707322,2707801,480,reverse
gene=lepA,gene=lepA,2705325,2707124,1800,reverse
gene=lepB,gene=lepB,2704335,2705309,975,reverse
gene=rnc,gene=rnc,2703383,2704063,681,reverse
gene=era,gene=era,2702481,2703386,906,reverse
gene=recO,gene=recO,2701741,2702469,729,reverse
gene=pdxJ,gene=pdxJ,2700998,2701729,732,reverse
gene=acpS,gene=acpS,2700618,2700998,381,reverse
gene=shoB,gene=shoB,2700117,2700197,81,reverse
gene=yfhL,gene=yfhL,2699663,2699923,261,forward
gene=yfhH,gene=yfhH,2698759,2699607,849,forward
gene=pgpC,gene=pgpC,2697915,2698550,636,reverse
gene=tadA,gene=tadA,2697354,2697857,504,reverse
gene=mltF,gene=mltF,2695801,2697357,1557,forward
gene=purL,gene=purL,2691656,2695543,3888,reverse
gene=glrK,gene=glrK,2689671,2691098,1428,reverse
gene=yfhG,gene=yfhG,2688793,2689506,714,reverse
gene=glrR,gene=glrR,2687469,2688803,1335,reverse
gene=glnB,gene=glnB,2687070,2687408,339,reverse
gene=hmp,gene=hmp,2685835,2687025,1191,forward
gene=glyA,gene=glyA,2684254,2685507,1254,reverse
gene=yphH,gene=yphH,2682863,2684056,1194,forward
gene=yphG,gene=yphG,2679464,2682745,3282,reverse
gene=yphF,gene=yphF,2678384,2679367,984,reverse
gene=yphE,gene=yphE,2676850,2678361,1512,reverse
gene=yphD,gene=yphD,2675827,2676825,999,reverse
gene=yphC,gene=yphC,2674700,2675761,1062,reverse
gene=yphB,gene=yphB,2673816,2674688,873,reverse
gene=yphA,gene=yphA,2673346,2673768,423,forward
gene=hcaD,gene=hcaD,2672047,2673249,1203,forward
gene=hcaB,gene=hcaB,2671225,2672037,813,forward
gene=hcaC,gene=hcaC,2670908,2671228,321,forward
gene=hcaF,gene=hcaF,2670390,2670908,519,forward
gene=hcaE,gene=hcaE,2669032,2670393,1362,forward
gene=hcaR,gene=hcaR,2668006,2668896,891,reverse
gene=iroK,gene=iroK,2668006,2668071,66,reverse
gene=hcaT,gene=hcaT,2666707,2667846,1140,reverse
gene=csiE,gene=csiE,2665435,2666715,1281,forward
gene=yfhR,gene=yfhR,2664390,2665244,855,forward
gene=suhB,gene=suhB,2663442,2664245,804,forward
gene=trmJ,gene=trmJ,2662583,2663323,741,reverse
gene=iscR,gene=iscR,2661643,2662131,489,reverse
gene=iscS,gene=iscS,2660317,2661531,1215,reverse
gene=iscU,gene=iscU,2659903,2660289,387,reverse
gene=iscA,gene=iscA,2659563,2659886,324,reverse
gene=hscB,gene=hscB,2658952,2659467,516,reverse
gene=hscA,gene=hscA,2657085,2658935,1851,reverse
gene=fdx,gene=fdx,2656748,2657083,336,reverse
gene=iscX,gene=iscX,2656536,2656736,201,reverse
gene=pepB,gene=pepB,2655075,2656358,1284,reverse
gene=sseB,gene=sseB,2654157,2654933,777,reverse
gene=sseA,gene=sseA,2652494,2653339,846,forward
gene=yfhM,gene=yfhM,2647326,2652287,4962,reverse
gene=pbpC,gene=pbpC,2645013,2647325,2313,reverse
gene=ndk,gene=ndk,2644433,2644864,432,reverse
gene=rlmN,gene=rlmN,2643129,2644283,1155,reverse
gene=rodZ,gene=rodZ,2641831,2642844,1014,reverse
gene=ispG,gene=ispG,2640686,2641804,1119,reverse
gene=hisS,gene=hisS,2639301,2640575,1275,reverse
gene=yfgM,gene=yfgM,2638663,2639283,621,reverse
gene=bamB,gene=bamB,2637474,2638652,1179,reverse
gene=der,gene=der,2635884,2637356,1473,reverse
gene=yfgJ,gene=yfgJ,2635599,2635814,216,reverse
gene=xseA,gene=xseA,2634232,2635602,1371,forward
gene=guaB,gene=guaB,2632604,2634070,1467,reverse
gene=guaA,gene=guaA,2630958,2632535,1578,reverse
gene=yfgI,gene=yfgI,2630326,2630865,540,forward
gene=yfgH,gene=yfgH,2629792,2630310,519,forward
gene=yfgG,gene=yfgG,2629290,2629481,192,forward
gene=yfgF,gene=yfgF,2626695,2628938,2244,reverse
gene=ppx,gene=ppx,2625115,2626656,1542,forward
gene=ppk,gene=ppk,2623044,2625110,2067,forward
gene=purN,gene=purN,2622234,2622872,639,forward
gene=purM,gene=purM,2621197,2622234,1038,forward
gene=upp,gene=upp,2620246,2620872,627,reverse
gene=uraA,gene=uraA,2618871,2620160,1290,reverse
gene=hda,gene=hda,2618075,2618776,702,reverse
gene=yfgD,gene=yfgD,2617578,2617937,360,forward
gene=bepA,gene=bepA,2616094,2617557,1464,forward
gene=yfgO,gene=yfgO,2614820,2615881,1062,reverse
gene=focB,gene=focB,2613934,2614782,849,forward
gene=hyfR,gene=hyfR,2611900,2613912,2013,forward
gene=hyfJ,gene=hyfJ,2611457,2611870,414,forward
gene=hyfI,gene=hyfI,2610706,2611464,759,forward
gene=hyfH,gene=hyfH,2610164,2610709,546,forward
gene=hyfG,gene=hyfG,2608487,2610154,1668,forward
gene=hyfF,gene=hyfF,2606917,2608497,1581,forward
gene=hyfE,gene=hyfE,2606262,2606912,651,forward
gene=hyfD,gene=hyfD,2604811,2606250,1440,forward
gene=hyfC,gene=hyfC,2603847,2604794,948,forward
gene=hyfB,gene=hyfB,2601818,2603836,2019,forward
gene=hyfA,gene=hyfA,2601201,2601818,618,forward
gene=bcp,gene=bcp,2600478,2600948,471,forward
gene=gcvR,gene=gcvR,2599906,2600478,573,forward
gene=dapA,gene=dapA,2598882,2599760,879,reverse
gene=bamC,gene=bamC,2597831,2598865,1035,reverse
gene=purC,gene=purC,2596905,2597618,714,reverse
gene=ypfJ,gene=ypfJ,2595874,2596737,864,reverse
gene=tmcA,gene=tmcA,2593844,2595859,2016,reverse
